CODUSU,ANO4,TRIMESTRE,NRO_HOGAR,REALIZADA,REGION,MAS_500,AGLOMERADO,PONDERA,IV1,IV1_ESP,IV2,IV3,IV3_ESP,IV4,IV5,IV6,IV7,IV7_ESP,IV8,IV9,IV10,IV11,IV12_1,IV12_2,IV12_3,II1,II2,II3,II3_1,II4_1,II4_2,II4_3,II5,II5_1,II6,II6_1,II7,II7_ESP,II8,II8_ESP,II9,V1,V2,V21,V22,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19_A,V19_B,IX_TOT,IX_MEN10,IX_MAYEQ10,ITF,DECIFR,IDECIFR,RDECIFR,GDECIFR,PDECIFR,ADECIFR,IPCF,DECCFR,IDECCFR,RDECCFR,GDECCFR,PDECCFR,ADECCFR,PONDIH,VII1_1,VII1_2,VII2_1,VII2_2,VII2_3,VII2_4
TQRMNOPSWHKOLOCDEFIAH00665074,2021,4,1,1,43,S,2,1006,1,,1,1,,1,1,1,1,,1,1,1,3,2,2,2,1,1,2,0,1,1,1,2,0,2,0,1,,2,,1,1,2,2,2,2,2,1,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,3,1,2,0,12,12.0,12,12.0,,12,0.0,12,12.0,12,12.0,,12,0,1,0,2,0,0,0
TQRMNOQQTHJMTLCDEIJAH00719075,2021,4,1,1,1,S,33,1557,2,,3,2,,4,1,1,1,,1,1,1,1,2,2,2,3,3,2,0,2,2,2,0,0,0,0,3,,2,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,4,0,4,0,12,,12,12.0,,12,0.0,12,,12,12.0,,12,0,3,1,98,0,0,0
TQRMNOQQUHJMTLCDEIJAH00719076,2021,4,1,1,1,S,33,1047,2,,2,1,,9,1,1,1,,1,1,1,1,2,2,2,2,1,2,0,1,2,2,2,0,2,0,1,,1,,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,0,1,0,12,,12,12.0,,12,0.0,12,,12,12.0,,12,0,1,0,98,0,0,0
TQRMNOQWPHKKSNCDEIJAH00710519,2021,4,51,1,1,S,33,1812,1,,10,1,,2,1,1,1,,1,1,1,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,1,0,12,,12,12.0,,12,0.0,12,,12,12.0,,12,0,1,0,98,0,0,0
TQRMNOQSRHJMTQCDEIJAH00719077,2021,4,1,1,1,S,33,2835,1,,3,1,,1,1,1,1,,1,1,1,1,2,2,2,3,3,2,0,1,1,1,2,0,2,0,1,,1,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,4,0,4,0,12,,12,12.0,,12,0.0,12,,12,12.0,,12,0,1,2,98,0,0,0
TQRMNOPPVHKLSRCDEIJAH00719078,2021,4,1,1,1,S,33,3977,1,,2,1,,1,1,1,2,,1,1,1,1,2,2,2,3,1,2,0,1,1,1,2,0,2,0,3,,1,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,0,1,200000,10,,9,10.0,,10,200000.0,10,,10,10.0,,10,4429,96,0,98,0,0,0
TQRMNOQTVHLOTQCDEIJAH00719079,2021,4,1,1,1,S,33,6785,1,,4,1,,3,1,1,1,,1,1,1,1,2,2,2,4,2,1,1,1,2,2,2,0,2,0,3,,1,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,5,2,3,300000,10,,10,10.0,,10,60000.0,9,,8,9.0,,9,10148,1,2,98,0,0,0
TQRMNOQXQHJMTRCDEIJAH00693079,2021,4,1,1,1,S,33,1097,1,,2,2,,4,1,1,2,,1,1,1,1,2,2,2,2,2,2,0,1,1,2,2,0,2,0,1,,2,,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,3,0,3,72000,5,,5,5.0,,5,24000.0,4,,4,4.0,,4,1976,2,0,98,0,0,0
TQRMNOPSSHJMTSCDEIJAH00719080,2021,4,1,1,1,S,33,2408,1,,2,2,,5,1,2,2,,1,1,2,2,2,2,2,2,2,2,0,1,1,1,2,0,2,0,3,,2,,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,5,3,2,88000,6,,6,6.0,,6,17600.0,3,,3,3.0,,3,3747,1,2,98,0,0,0
TQRMNOQWXHJMTSCDEIJAH00719081,2021,4,1,1,1,S,33,1156,1,,1,2,,2,1,1,2,,1,2,2,2,2,2,2,1,1,2,0,1,2,2,2,0,2,0,1,,2,,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,1,8000,1,,1,1.0,,1,8000.0,1,,1,1.0,,1,1635,1,0,98,0,0,0
TQRMNOQTTHKKSSCDEIJAH00719082,2021,4,1,1,1,S,33,177,1,,5,1,,1,1,1,1,,1,1,1,2,2,2,2,5,3,1,1,1,1,2,2,0,2,0,1,,1,,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,4,1,3,0,12,,12,12.0,,12,0.0,12,,12,12.0,,12,0,2,0,97,0,0,0
TQRMNOPRPHJMOMCDEIJAH00693045,2021,4,1,1,1,S,33,1392,1,,2,1,,4,1,1,1,,1,1,1,1,2,2,2,2,2,2,0,1,2,2,2,0,2,0,1,,1,,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,3,0,3,73000,5,,5,5.0,,5,24333.33,4,,4,4.0,,5,2086,1,0,98,0,0,0
TQRMNOSSWHKOTNCDEIJAH00663493,2021,4,1,1,1,S,33,5036,1,,3,1,,4,2,1,2,,1,1,1,2,2,2,2,3,2,2,0,1,2,2,2,0,2,0,7,,2,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,3,60000,4,,4,4.0,,4,20000.0,3,,3,3.0,,4,9157,1,0,98,0,0,0
TQRMNOPVRHJKKOCDEIMBF00719880,2021,4,1,1,43,N,36,115,2,,1,1,,9,1,1,1,,1,1,1,1,2,2,2,1,1,2,0,1,2,2,2,0,2,0,3,,1,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,0,1,70000,5,5.0,5,,5.0,6,70000.0,9,10.0,9,,10.0,10,142,1,0,98,0,0,0
TQRMNOQPQHJOKPCDEIMBF00719881,2021,4,1,1,43,N,36,102,1,,3,1,,2,1,1,1,,1,1,1,1,2,2,2,3,1,2,0,1,1,1,2,0,2,0,1,,2,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,0,2,75000,5,6.0,6,,6.0,6,37500.0,7,7.0,7,,7.0,7,105,2,0,1,0,0,0
TQRMNOQSVHMMKRCDEIMBF00710491,2021,4,1,1,43,N,36,121,1,,2,1,,5,1,1,1,,1,1,1,1,2,2,2,2,1,2,0,1,2,2,2,0,2,0,1,,1,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,1,50000,3,3.0,3,,3.0,4,50000.0,8,9.0,8,,9.0,8,129,1,0,98,0,0,0
TQRMNOTVTHJMKQCDEIMBF00695098,2021,4,1,1,43,N,36,118,1,,3,1,,2,1,1,1,,1,1,1,2,2,2,2,3,2,2,0,1,1,2,2,0,2,0,1,,2,,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,1,32000,2,2.0,2,,2.0,2,32000.0,6,6.0,6,,6.0,6,129,1,0,97,0,0,0
TQRMNOTVUHJMKQCDEIMBF00695099,2021,4,1,1,43,N,36,117,1,,2,1,,2,1,1,1,,1,1,1,1,2,2,2,2,2,2,0,1,2,2,2,0,2,0,1,,1,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,0,12,12.0,12,,12.0,12,0.0,12,12.0,12,,12.0,12,0,2,0,98,0,0,0
TQRMNOQVXHMMKSCDEIMBF00710493,2021,4,1,1,43,N,36,137,1,,3,1,,4,1,1,1,,1,1,1,1,2,2,2,3,3,2,0,1,2,1,2,0,2,0,1,,1,,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,5,0,5,164000,9,9.0,9,,9.0,10,32800.0,6,7.0,6,,7.0,6,147,1,0,2,0,0,0
TQRMNOSWQHKOKQCDEIMBF00695219,2021,4,1,1,43,N,36,140,1,,4,1,,1,1,1,1,,1,1,1,1,2,2,2,4,1,2,0,1,2,2,2,0,2,0,1,,1,,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,49500,3,3.0,3,,3.0,3,24750.0,4,5.0,4,,5.0,4,145,1,0,2,0,0,0
TQRMNOPYRHLLKUCDEIMBF00719891,2021,4,1,1,43,N,36,186,1,,3,1,,1,1,1,1,,1,1,1,1,2,2,2,3,3,2,0,1,2,2,2,0,2,0,1,,1,,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,1,2,2,2,2,5,0,5,90000,6,7.0,7,,7.0,7,18000.0,3,3.0,3,,3.0,3,218,2,0,98,0,0,0
TQRMNOPYSHKNLLCDEIMBF00710675,2021,4,1,1,43,N,36,94,1,,2,1,,2,1,1,1,,1,1,1,1,2,2,2,2,1,2,0,1,2,2,2,0,2,0,1,,1,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,0,12,12.0,12,,12.0,12,0.0,12,12.0,12,,12.0,12,0,2,2,98,0,0,0
TQRMNOPYPHKKKUCDEFMDB00660051,2021,4,2,1,43,N,6,114,2,,2,1,,1,1,1,1,,1,1,1,1,2,2,2,2,1,2,0,1,2,2,2,0,2,0,3,,1,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,95000,7,7.0,7,,7.0,8,47500.0,8,8.0,8,,8.0,8,203,1,2,98,0,0,0
TQRMNOQSQHKLKSCDEFMDB00711080,2021,4,1,1,43,N,6,74,1,,3,1,,1,1,1,1,,1,1,1,1,2,2,2,3,1,2,0,1,2,2,2,0,2,0,1,,1,,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,0,2,79000,5,6.0,6,,6.0,7,39500.0,7,7.0,7,,7.0,7,108,1,2,98,0,0,0
TQRMNOQUSHKLKTCDEFMDB00711218,2021,4,1,1,43,N,6,103,1,,2,1,,1,1,1,1,,1,1,1,2,2,2,2,2,1,2,0,1,1,2,2,0,2,0,1,,1,,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,0,1,20000,1,1.0,1,,1.0,1,20000.0,3,4.0,3,,4.0,3,162,1,0,98,0,0,0
TQRMNOQTWHKMKRCDEFMDB00669502,2021,4,1,1,43,N,6,397,1,,4,1,,4,1,1,1,,1,1,1,1,2,2,2,4,4,2,0,1,1,2,2,0,2,0,1,,1,,1,1,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,1,2,2,2,2,4,2,2,0,12,12.0,12,,12.0,12,0.0,12,12.0,12,,12.0,12,0,1,0,98,0,0,0
TQRMNOQTYHKMKSCDEFMDB00660054,2021,4,1,1,43,N,6,148,1,,2,1,,2,1,1,1,,1,1,1,1,2,2,2,2,1,2,0,1,1,1,2,0,2,0,3,,1,,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,0,1,26000,1,1.0,1,,1.0,2,26000.0,5,5.0,5,,5.0,5,254,1,0,98,0,0,0
TQRMNOSWTHKMKSCDEFMDB00669515,2021,4,1,1,43,N,6,356,2,,4,1,,3,1,1,1,,1,1,1,1,2,2,2,4,3,2,0,1,2,1,2,0,2,0,1,,1,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,4,0,4,0,12,12.0,12,,12.0,12,0.0,12,12.0,12,,12.0,12,0,1,0,98,0,0,0
TQRMNORWUHKMKNCDEFMDB00659956,2021,4,1,1,43,N,6,254,1,,3,1,,2,1,1,1,,1,1,1,1,2,2,2,3,3,2,0,1,2,2,2,0,2,0,1,,2,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,3,0,12,12.0,12,,12.0,12,0.0,12,12.0,12,,12.0,12,0,1,2,98,0,0,0
TQRMNOQQYHKMLQCDEFMDB00711082,2021,4,1,1,43,N,6,132,1,,2,1,,1,1,1,1,,1,1,1,1,2,2,2,2,1,2,0,1,2,1,2,0,2,0,1,,1,,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,1,0,12,12.0,12,,12.0,12,0.0,12,12.0,12,,12.0,12,0,1,0,98,0,0,0
TQRMNOQRRHKMLQCDEFMDB00669531,2021,4,1,1,43,N,6,253,1,,3,1,,1,1,1,1,,1,1,1,1,2,2,2,3,2,2,0,1,1,1,2,0,2,0,1,,1,,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,0,2,45000,3,3.0,3,,3.0,3,22500.0,4,4.0,4,,4.0,4,263,1,2,98,0,0,0
TQRMNOQURHKMLRCDEFMDB00669534,2021,4,1,1,43,N,6,205,1,,3,1,,1,1,1,1,,1,1,1,1,2,2,2,3,3,2,0,2,1,1,2,0,2,0,1,,1,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,4,2,2,133000,8,9.0,9,,9.0,10,33250.0,6,7.0,6,,7.0,6,363,2,1,98,0,0,0
TQRMNOQQPHKNKNCDEFMDB00711617,2021,4,1,1,43,N,6,95,1,,3,1,,1,1,1,1,,1,1,1,1,2,2,2,3,2,2,0,1,2,1,2,0,2,0,1,,1,,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,62000,4,5.0,5,,5.0,6,31000.0,6,6.0,6,,6.0,6,131,1,0,98,0,0,0
TQRMNOSQSHKNKNCDEFMDB00711618,2021,4,1,1,43,N,6,237,1,,2,1,,1,1,1,1,,1,1,1,1,2,2,2,2,2,2,0,1,2,2,2,0,2,0,6,,2,,1,2,2,2,2,2,2,1,2,1,2,2,2,2,1,2,1,2,2,2,2,2,2,3,1,2,0,12,12.0,12,,12.0,12,0.0,12,12.0,12,,12.0,12,0,1,0,98,0,0,0
TQRMNOPUWHKNKOCDEFMDB00659964,2021,4,2,1,43,N,6,220,1,,2,1,,4,2,1,1,,1,2,2,3,2,2,2,2,1,2,0,1,2,2,2,0,2,0,3,,1,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,0,2,43500,3,3.0,3,,3.0,3,21750.0,4,4.0,4,,4.0,3,340,2,1,98,0,0,0
TQRMNOPPQHKOKNCDEFMDB00669564,2021,4,1,1,43,N,6,61,2,,1,1,,1,1,1,1,,1,1,1,3,2,2,2,1,1,2,0,1,2,2,2,0,2,0,3,,1,,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,1,0,12,12.0,12,,12.0,12,0.0,12,12.0,12,,12.0,12,0,97,0,98,0,0,0
TQRMNOQTWHLOKRCDEFIAH00714529,2021,4,1,1,43,S,2,473,1,,3,1,,1,1,1,1,,1,1,1,1,2,2,2,3,1,2,0,1,1,1,2,0,2,0,4,,1,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,0,1,0,12,12.0,12,12.0,,12,0.0,12,12.0,12,12.0,,12,0,1,0,98,0,0,0
TQRMNORWPHLMKRCDEGIBJ00715908,2021,4,1,1,41,N,12,224,1,,2,2,,4,2,1,1,,1,1,1,1,2,2,2,2,1,2,0,1,1,2,2,0,2,0,8,,2,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,0,2,60000,4,4.0,5,,4.0,4,30000.0,6,6.0,8,,6.0,7,214,1,2,98,0,0,0
TQRMNORWSHLMKRCDEGIBJ00715909,2021,4,1,1,41,N,12,262,1,,2,1,,1,1,1,1,,1,1,1,1,2,2,2,2,1,2,0,1,1,2,2,0,2,0,3,,2,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,0,2,250000,10,10.0,10,,10.0,10,125000.0,10,10.0,10,,10.0,10,262,2,0,1,0,0,0
TQRMNORWPHJOKRCDEGIBJ00698263,2021,4,1,1,41,N,12,226,1,,2,1,,2,1,1,1,,1,1,1,1,2,2,2,2,1,2,0,1,1,2,2,0,2,0,1,,2,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,0,1,40000,2,3.0,3,,3.0,2,40000.0,7,7.0,9,,8.0,8,224,1,0,98,0,0,0
TQRMNOVPVHJOKRCDEGIBJ00674131,2021,4,2,1,41,N,12,241,1,,3,1,,4,1,1,1,,1,1,1,1,1,2,2,3,1,2,0,1,1,2,2,0,2,0,6,,2,,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,0,1,10000,1,1.0,1,,1.0,1,10000.0,1,1.0,2,,1.0,1,235,1,0,98,0,0,0
TQRMNOQQWHJMKUCDEGIBJ00674111,2021,4,3,1,41,N,12,322,1,,3,1,,1,1,1,1,,1,1,1,1,2,2,2,1,1,2,0,1,1,2,2,0,2,0,1,,2,,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,6,1,5,51098,3,4.0,4,,4.0,3,8516.33,1,1.0,1,,1.0,1,311,2,0,1,5,0,0
TQRMNORXYHLOLMCDEGIBJ00715910,2021,4,1,1,41,N,12,393,1,,3,1,,4,1,1,1,,1,1,1,1,2,2,2,3,2,2,0,1,2,1,2,0,2,0,1,,2,,1,1,2,2,2,2,2,1,1,1,2,2,2,1,1,1,2,2,1,1,2,2,2,4,1,3,64200,4,5.0,6,,5.0,5,16050.0,3,3.0,3,,3.0,3,394,1,0,2,3,0,0
TQRMNOQPXHJKKMCDEGGFB00672939,2021,4,2,1,42,S,10,582,2,,4,1,,9,1,1,1,,1,1,1,1,2,2,2,4,3,2,0,1,2,2,2,0,2,0,6,,1,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,2,2,2,2,3,0,3,0,12,12.0,12,12.0,,12,0.0,12,12.0,12,12.0,,12,0,1,0,2,3,0,0
TQRMNOSSSHJOKOCDEFPCH00700493,2021,4,1,1,44,N,9,143,1,,2,1,,1,1,1,1,,1,1,1,1,2,2,2,2,2,2,0,1,2,2,2,0,2,0,1,,1,,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,3,0,3,151000,9,9.0,8,,9.0,8,50333.33,8,9.0,7,,9.0,7,170,1,2,98,0,0,0
TQRMNOQSQHJNLPCDEFJAH00665838,2021,4,1,1,43,N,3,238,1,,3,1,,1,1,1,1,,1,1,1,1,2,2,2,3,2,2,0,1,1,2,2,0,2,0,1,,1,,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,1,39000,2,2.0,2,,2.0,2,39000.0,7,7.0,7,,7.0,7,305,1,0,97,0,0,0
TQRMNORRUHLKLNCDEFJAH00714645,2021,4,1,1,43,N,3,374,2,,1,1,,9,1,1,1,,1,1,1,1,2,2,2,1,1,2,0,1,2,2,2,0,2,0,3,,1,,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,0,2,90000,6,7.0,7,,7.0,7,45000.0,8,8.0,8,,8.0,8,454,2,0,1,0,0,0
TQRMNOQWXHKMLQCDEFJAH00714646,2021,4,1,1,43,N,3,379,2,,3,1,,9,1,1,1,,1,1,1,1,2,2,2,3,2,2,0,1,1,2,2,0,2,0,3,,1,,1,1,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,1,42000,2,3.0,3,,3.0,3,21000.0,4,4.0,3,,4.0,3,594,1,0,98,0,0,0
TQRMNOTRRHMOLMCDEFJAH00712736,2021,4,1,1,43,N,3,304,1,,5,1,,4,1,1,1,,1,1,1,2,2,2,2,5,4,2,0,1,2,2,2,0,2,0,9,espera de escritura,2,,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,1,6,0,12,12.0,12,,12.0,12,0.0,12,12.0,12,,12.0,12,0,1,3,98,0,0,0
TQRMNOPSSHJNLRCDEFJAH00714647,2021,4,1,1,43,N,3,254,1,,1,1,,1,1,1,1,,1,1,1,1,2,2,2,1,1,2,0,2,2,2,0,0,0,0,3,,1,,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,0,2,50000,3,3.0,3,,3.0,3,25000.0,4,5.0,4,,5.0,4,544,2,0,1,0,0,0
TQRMNORRRHJOLSCDEFJAH00665875,2021,4,1,1,43,N,3,303,1,,2,2,,4,2,1,1,,1,1,1,2,1,2,2,2,1,2,0,1,2,2,2,0,2,0,1,,2,,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,0,2,18000,1,1.0,1,,1.0,1,9000.0,1,1.0,1,,1.0,1,587,1,0,98,0,0,0
TQRMNOPQYHMMLOCDEFJAH00713169,2021,4,1,1,43,N,3,319,1,,2,1,,4,1,1,1,,1,1,1,1,2,2,2,2,1,2,0,1,2,2,2,0,2,0,3,,1,,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,1,50000,3,4.0,4,,4.0,4,50000.0,8,8.0,8,,9.0,8,475,1,0,98,0,0,0
TQRMNORPQHKLLSCDEFJAH00665892,2021,4,1,1,43,N,3,409,1,,4,1,,2,1,1,1,,1,1,1,2,2,2,2,4,3,2,0,1,1,1,2,0,2,0,3,,1,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,6,3,3,160000,9,9.0,9,,9.0,9,26666.67,5,5.0,5,,5.0,5,734,2,0,97,0,0,0
TQRMNOSUXHKLLSCDEFJAH00665894,2021,4,1,1,43,N,3,308,1,,1,1,,4,1,1,1,,1,1,1,2,2,2,2,1,1,2,0,1,2,2,2,0,2,0,1,,2,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,3,1,2,0,12,12.0,12,,12.0,12,0.0,12,12.0,12,,12.0,12,0,2,1,97,0,0,0
TQRMNORVPHLNLRCDEFJAH00714648,2021,4,1,1,43,N,3,282,1,,3,1,,4,1,1,1,,1,1,1,1,2,2,2,3,2,2,0,1,1,2,2,0,2,0,1,,1,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,3,0,3,0,12,12.0,12,,12.0,12,0.0,12,12.0,12,,12.0,12,0,1,0,97,0,0,0
TQRMNORQXHLOLTCDEFJAH00714649,2021,4,1,1,43,N,3,255,1,,3,1,,4,1,1,1,,1,1,1,3,2,2,2,3,2,2,0,1,2,2,2,0,2,0,1,,2,,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,6,1,5,56000,4,4.0,4,,4.0,4,9333.33,1,1.0,1,,1.0,1,499,1,2,3,4,5,0
TQRMNOQUPHKNLTCDEFJAH00659537,2021,4,1,1,43,N,3,218,1,,3,1,,4,1,1,1,,1,1,1,1,2,2,2,3,1,2,0,1,2,2,2,0,2,0,1,,1,,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,76000,5,6.0,6,,6.0,6,38000.0,7,7.0,7,,7.0,7,302,1,0,98,0,0,0
TQRMNOQSTHKMLMCDEOHCH00664108,2021,4,1,1,44,N,91,182,2,,2,1,,9,1,1,1,,1,1,1,1,2,2,2,1,1,2,0,1,2,2,2,0,2,0,3,,1,,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,1,0,1,28000,1,1.0,1,,1.0,1,28000.0,5,6.0,4,,6.0,4,195,1,0,98,0,0,0
TQRMNOPTSHLNLLCDEFOCD00715495,2021,4,1,1,41,N,8,174,1,,2,1,,4,1,1,1,,1,1,1,2,2,1,2,2,1,2,0,1,2,1,2,0,2,0,2,,2,,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,0,2,32000,2,2.0,2,,2.0,3,16000.0,3,3.0,3,,3.0,5,183,2,0,98,0,0,0
TQRMNOQVQHJOLQCDEIKAH00701484,2021,4,1,1,43,S,34,507,2,,3,1,,9,1,1,1,,1,1,1,1,2,2,2,3,1,2,0,1,2,2,2,0,2,0,3,,1,,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,0,2,0,12,12.0,12,12.0,,12,0.0,12,12.0,12,12.0,,12,0,1,0,97,0,0,0
TQRMNOPQVHMLLSCDEIKAH00712518,2021,4,1,1,43,S,34,218,1,,6,1,,3,1,1,1,,1,1,1,1,2,2,2,6,1,2,0,1,1,1,2,0,2,0,1,,1,,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,2,0,2,75000,5,6.0,6,5.0,,5,37500.0,7,7.0,7,7.0,,7,469,2,0,1,0,0,0
TQRMNOQYRHMMLTCDEIKAH00712519,2021,4,1,1,43,S,34,661,1,,3,1,,2,1,1,1,,1,1,1,1,2,2,2,3,2,2,0,1,1,1,2,0,2,0,1,,1,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,3,0,3,0,12,12.0,12,12.0,,12,0.0,12,12.0,12,12.0,,12,0,2,0,1,0,0,0
TQRMNOSXVHMMLTCDEIKAH00713207,2021,4,1,1,43,S,34,1097,1,,3,1,,4,1,1,1,,1,1,1,1,2,2,2,3,2,2,0,1,2,2,2,0,2,0,3,,1,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,3,1,2,0,0,0.0,0,0.0,,0,0.0,0,0.0,0,0.0,,0,1583,2,1,98,0,0,0
TQRMNORQXHJNLTCDEIKAH00694213,2021,4,1,1,43,S,34,582,1,,3,1,,2,1,1,1,,1,1,1,1,2,2,2,3,2,2,0,1,1,2,2,0,2,0,6,,1,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,4,2,2,155000,9,9.0,9,9.0,,9,38750.0,7,7.0,7,7.0,,7,1043,2,0,1,0,0,0
TQRMNORSYHMOMMCDEIKAH00712555,2021,4,1,1,43,S,34,686,1,,3,2,,1,2,1,1,,1,1,2,1,2,2,2,3,2,2,0,2,2,2,0,0,0,0,1,,2,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,4,0,4,92000,6,7.0,7,6.0,,7,23000.0,4,4.0,4,4.0,,3,1956,2,0,1,0,0,0
TQRMNOTYVHMOMMCDEIKAH00719747,2021,4,1,1,43,S,34,663,1,,2,1,,4,1,1,1,,1,1,2,1,2,2,2,2,1,2,0,2,2,2,0,0,0,0,3,,2,,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2,1,1,2,2,2,2,0,2,37000,2,2.0,2,2.0,,2,18500.0,3,3.0,3,3.0,,2,1192,2,0,98,0,0,0
